"Excel-rij";"Controleprioriteit";"Medewerker";"Medewerkernummer";"Team";"Deskundigheid";"Escalatie reden";"Doeltype";"Cliënt/doel";"Doel-ID";"Hoofdlocatie";"Gestart op";"Geactiveerd op";"Signalen";"Her-escalatie sinds activatie (min.)";"Activatievertraging (min.)"
"1354";"Basis";"Synthetische medewerker 047";"SYN-M-0047";"Synthetisch team West";"Synthetische deskundigheid";"Ondersteuning tijdens avond- of nachtdienst";"Cliënt";"Synthetische cliënt 0280";"SYN-C-00280";"Synthetische hoofdlocatie 006";"21-05-2026, 22:51:53";"22-05-2026, 00:11:53";"LATE_ACTIVATIE";"";"80"
"264";"Basis";"Synthetische medewerker 217";"SYN-M-0217";"Synthetisch team Noord";"Begeleiding";"Ondersteuning tijdens avond- of nachtdienst";"Cliënt";"Synthetische cliënt 0323";"SYN-C-00323";"Synthetische hoofdlocatie 024";"22-05-2026, 06:54:17";"22-05-2026, 06:59:17";"LATE_ACTIVATIE";"";"5"
"1984";"Basis";"Synthetische medewerker 224";"SYN-M-0224";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Ondersteuning tijdens avond- of nachtdienst";"Cliënt";"Synthetische cliënt 0502";"SYN-C-00502";"Synthetische hoofdlocatie 003";"22-05-2026, 07:03:55";"22-05-2026, 07:54:55";"LATE_ACTIVATIE";"";"51"
"422";"Basis";"Synthetische medewerker 210";"SYN-M-0210";"Synthetisch team Oost";"Nachtdienst";"Controle na overdracht van zorg";"Cliënt";"Synthetische cliënt 0272";"SYN-C-00272";"Synthetische hoofdlocatie 023";"22-05-2026, 07:54:53";"22-05-2026, 08:52:53";"LATE_ACTIVATIE";"";"58"
"958";"Basis";"Synthetische medewerker 055";"SYN-M-0055";"Synthetisch team West";"Synthetische deskundigheid";"Tijdelijke vervanging binnen het testrooster";"Cliënt";"Synthetische cliënt 0221";"SYN-C-00221";"Synthetische hoofdlocatie 022";"22-05-2026, 07:56:09";"22-05-2026, 09:10:09";"LATE_ACTIVATIE";"";"74"
"1332";"Basis";"Synthetische medewerker 214";"SYN-M-0214";"Synthetisch team Oost";"Nachtdienst";"Ondersteuning tijdens avond- of nachtdienst";"Locatie";"Synthetische locatie 018";"SYN-L-0018";"Synthetische hoofdlocatie 008";"22-05-2026, 08:53:55";"22-05-2026, 09:03:55";"LATE_ACTIVATIE";"";"10"
"779";"Basis";"Synthetische medewerker 229";"SYN-M-0229";"Synthetisch team Noord";"Begeleiding";"Ondersteuning tijdens avond- of nachtdienst";"Locatie";"Synthetische locatie 031";"SYN-L-0031";"Synthetische hoofdlocatie 021";"22-05-2026, 09:11:05";"22-05-2026, 09:24:05";"LATE_ACTIVATIE";"";"13"
"477";"Basis";"Synthetische medewerker 081";"SYN-M-0081";"Synthetisch team Noord";"Begeleiding";"Controle na overdracht van zorg";"Cliënt";"Synthetische cliënt 0474";"SYN-C-00474";"Synthetische hoofdlocatie 025";"22-05-2026, 09:47:23";"22-05-2026, 10:29:23";"LATE_ACTIVATIE";"";"42"
"1768";"Basis";"Synthetische medewerker 237";"SYN-M-0237";"Synthetisch team Noord";"Begeleiding";"Ondersteuning tijdens avond- of nachtdienst";"Cliënt";"Synthetische cliënt 0038";"SYN-C-00038";"Synthetische hoofdlocatie 014";"22-05-2026, 11:09:35";"22-05-2026, 11:21:35";"LATE_ACTIVATIE";"";"12"
"1130";"Basis";"Synthetische medewerker 102";"SYN-M-0102";"Synthetisch team Oost";"Nachtdienst";"Acute ondersteuning buiten het vaste team";"Cliënt";"Synthetische cliënt 0015";"SYN-C-00015";"Synthetische hoofdlocatie 016";"22-05-2026, 13:03:25";"22-05-2026, 15:01:25";"LATE_ACTIVATIE";"";"118"
"240";"Basis";"Synthetische medewerker 206";"SYN-M-0206";"Synthetisch team Oost";"Nachtdienst";"Ondersteuning tijdens avond- of nachtdienst";"Cliënt";"Synthetische cliënt 0586";"SYN-C-00586";"Synthetische hoofdlocatie 012";"22-05-2026, 13:14:02";"22-05-2026, 14:48:02";"LATE_ACTIVATIE";"";"94"
"1024";"Basis";"Synthetische medewerker 165";"SYN-M-0165";"Synthetisch team Noord";"Begeleiding";"Tijdelijke vervanging binnen het testrooster";"Cliënt";"Synthetische cliënt 0335";"SYN-C-00335";"Synthetische hoofdlocatie 011";"22-05-2026, 13:47:29";"Niet geactiveerd";"NIET_GEACTIVEERD";"";""
"1404";"Basis";"Synthetische medewerker 138";"SYN-M-0138";"Synthetisch team Oost";"Nachtdienst";"Ondersteuning tijdens avond- of nachtdienst";"Cliënt";"Synthetische cliënt 0006";"SYN-C-00006";"Synthetische hoofdlocatie 007";"22-05-2026, 14:39:48";"Niet geactiveerd";"NIET_GEACTIVEERD";"";""
"617";"Basis";"Synthetische medewerker 019";"SYN-M-0019";"Synthetisch team West";"Synthetische deskundigheid";"Voorbereiding van een geplande synthetische handeling";"Cliënt";"Synthetische cliënt 0513";"SYN-C-00513";"Synthetische hoofdlocatie 014";"22-05-2026, 15:08:25";"22-05-2026, 16:45:25";"LATE_ACTIVATIE";"";"97"
"1782";"Basis";"Synthetische medewerker 087";"SYN-M-0087";"Synthetisch team West";"Synthetische deskundigheid";"Synthetische reden voor geautomatiseerde layoutcontrole";"Cliënt";"Synthetische cliënt 0170";"SYN-C-00170";"Synthetische hoofdlocatie 021";"22-05-2026, 15:18:43";"22-05-2026, 16:35:43";"LATE_ACTIVATIE";"";"77"
"1191";"Basis";"Synthetische medewerker 214";"SYN-M-0214";"Synthetisch team Oost";"Nachtdienst";"Acute ondersteuning buiten het vaste team";"Cliënt";"Synthetische cliënt 0300";"SYN-C-00300";"Synthetische hoofdlocatie 001";"22-05-2026, 15:20:05";"22-05-2026, 15:38:05";"LATE_ACTIVATIE";"";"18"
"703";"Basis";"Synthetische medewerker 111";"SYN-M-0111";"Synthetisch team West";"Synthetische deskundigheid";"Synthetische reden voor geautomatiseerde layoutcontrole";"Cliënt";"Synthetische cliënt 0474";"SYN-C-00474";"Synthetische hoofdlocatie 025";"22-05-2026, 16:15:39";"22-05-2026, 18:04:39";"LATE_ACTIVATIE";"";"109"
"217";"Basis";"Synthetische medewerker 149";"SYN-M-0149";"Synthetisch team Noord";"Begeleiding";"Controle na overdracht van zorg";"Cliënt";"Synthetische cliënt 0186";"SYN-C-00186";"Synthetische hoofdlocatie 012";"22-05-2026, 16:36:23";"22-05-2026, 16:53:23";"LATE_ACTIVATIE";"";"17"
"1794";"Basis";"Synthetische medewerker 133";"SYN-M-0133";"Synthetisch team Noord";"Begeleiding";"Ondersteuning tijdens avond- of nachtdienst";"Locatie";"Synthetische locatie 012";"SYN-L-0012";"Synthetische hoofdlocatie 017";"22-05-2026, 17:13:19";"22-05-2026, 17:37:19";"LATE_ACTIVATIE";"";"24"
"54";"Basis";"Synthetische medewerker 063";"SYN-M-0063";"Synthetisch team West";"Synthetische deskundigheid";"Ondersteuning tijdens avond- of nachtdienst";"Cliënt";"Synthetische cliënt 0438";"SYN-C-00438";"Synthetische hoofdlocatie 014";"22-05-2026, 17:14:28";"22-05-2026, 16:51:28";"ONGELDIGE_ACTIVATIE";"";"-23"
"749";"Basis";"Synthetische medewerker 156";"SYN-M-0156";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Acute ondersteuning buiten het vaste team";"Cliënt";"Synthetische cliënt 0127";"SYN-C-00127";"Synthetische hoofdlocatie 003";"22-05-2026, 17:31:08";"Niet geactiveerd";"NIET_GEACTIVEERD";"";""
"483";"Basis";"Synthetische medewerker 222";"SYN-M-0222";"Synthetisch team Oost";"Nachtdienst";"Synthetische reden voor geautomatiseerde layoutcontrole";"Cliënt";"Synthetische cliënt 0284";"SYN-C-00284";"Synthetische hoofdlocatie 010";"22-05-2026, 18:25:26";"22-05-2026, 19:59:26";"LATE_ACTIVATIE";"";"94"
"247";"Basis";"Synthetische medewerker 234";"SYN-M-0234";"Synthetisch team Oost";"Nachtdienst";"Ondersteuning tijdens avond- of nachtdienst";"Cliënt";"Synthetische cliënt 0017";"SYN-C-00017";"Synthetische hoofdlocatie 018";"22-05-2026, 18:56:18";"22-05-2026, 20:34:18";"LATE_ACTIVATIE";"";"98"
"1458";"Basis";"Synthetische medewerker 236";"SYN-M-0236";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Synthetische reden voor geautomatiseerde layoutcontrole";"Cliënt";"Synthetische cliënt 0593";"SYN-C-00593";"Synthetische hoofdlocatie 019";"22-05-2026, 19:48:33";"22-05-2026, 21:08:33";"LATE_ACTIVATIE";"";"80"
"1409";"Basis";"Synthetische medewerker 209";"SYN-M-0209";"Synthetisch team Noord";"Begeleiding";"Synthetische reden voor geautomatiseerde layoutcontrole";"Cliënt";"Synthetische cliënt 0266";"SYN-C-00266";"Synthetische hoofdlocatie 017";"22-05-2026, 21:01:57";"22-05-2026, 21:31:57";"LATE_ACTIVATIE";"";"30"
"962";"Basis";"Synthetische medewerker 139";"SYN-M-0139";"Synthetisch team West";"Synthetische deskundigheid";"Acute ondersteuning buiten het vaste team";"Locatie";"Synthetische locatie 020";"SYN-L-0020";"Synthetische hoofdlocatie 025";"22-05-2026, 21:41:12";"Niet geactiveerd";"NIET_GEACTIVEERD";"";""
"1627";"Basis";"Synthetische medewerker 110";"SYN-M-0110";"Synthetisch team Oost";"Nachtdienst";"Acute ondersteuning buiten het vaste team";"Locatie";"Synthetische locatie 006";"SYN-L-0006";"Synthetische hoofdlocatie 006";"22-05-2026, 22:28:27";"22-05-2026, 23:01:27";"LATE_ACTIVATIE";"";"33"
"1774";"Basis";"Synthetische medewerker 031";"SYN-M-0031";"Synthetisch team West";"Synthetische deskundigheid";"Synthetische reden voor geautomatiseerde layoutcontrole";"Cliënt";"Synthetische cliënt 0071";"SYN-C-00071";"Synthetische hoofdlocatie 022";"23-05-2026, 03:15:35";"23-05-2026, 03:16:35";"NACHT";"";"1"
"274";"Basis";"Synthetische medewerker 036";"SYN-M-0036";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Tijdelijke vervanging binnen het testrooster";"Cliënt";"Synthetische cliënt 0333";"SYN-C-00333";"Synthetische hoofdlocatie 009";"23-05-2026, 06:02:58";"Niet geactiveerd";"NIET_GEACTIVEERD";"";""
"1688";"Basis";"Synthetische medewerker 054";"SYN-M-0054";"Synthetisch team Oost";"Nachtdienst";"Voorbereiding van een geplande synthetische handeling";"Cliënt";"Synthetische cliënt 0200";"SYN-C-00200";"Synthetische hoofdlocatie 001";"23-05-2026, 06:13:56";"23-05-2026, 06:40:56";"LATE_ACTIVATIE";"";"27"
"965";"Basis";"Synthetische medewerker 174";"SYN-M-0174";"Synthetisch team Oost";"Nachtdienst";"Tijdelijke vervanging binnen het testrooster";"Cliënt";"Synthetische cliënt 0020";"SYN-C-00020";"Synthetische hoofdlocatie 021";"23-05-2026, 07:05:41";"23-05-2026, 08:00:41";"LATE_ACTIVATIE";"";"55"
"1488";"Basis";"Synthetische medewerker 082";"SYN-M-0082";"Synthetisch team Oost";"Nachtdienst";"Voorbereiding van een geplande synthetische handeling";"Cliënt";"Synthetische cliënt 0212";"SYN-C-00212";"Synthetische hoofdlocatie 013";"23-05-2026, 07:34:41";"23-05-2026, 08:56:41";"LATE_ACTIVATIE";"";"82"
"1307";"Basis";"Synthetische medewerker 002";"SYN-M-0002";"Synthetisch team Oost";"Nachtdienst";"Voorbereiding van een geplande synthetische handeling";"Cliënt";"Synthetische cliënt 0045";"SYN-C-00045";"Synthetische hoofdlocatie 021";"23-05-2026, 08:28:25";"23-05-2026, 09:35:25";"LATE_ACTIVATIE";"";"67"
"1605";"Basis";"Synthetische medewerker 009";"SYN-M-0009";"Synthetisch team Noord";"Begeleiding";"Ondersteuning tijdens avond- of nachtdienst";"Cliënt";"Synthetische cliënt 0296";"SYN-C-00296";"Synthetische hoofdlocatie 022";"23-05-2026, 09:10:53";"23-05-2026, 10:39:53";"LATE_ACTIVATIE";"";"89"
"755";"Basis";"Synthetische medewerker 072";"SYN-M-0072";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Voorbereiding van een geplande synthetische handeling";"Cliënt";"Synthetische cliënt 0352";"SYN-C-00352";"Synthetische hoofdlocatie 003";"23-05-2026, 11:07:07";"23-05-2026, 11:47:07";"LATE_ACTIVATIE";"";"40"
"1454";"Basis";"Synthetische medewerker 173";"SYN-M-0173";"Synthetisch team Noord";"Begeleiding";"Tijdelijke vervanging binnen het testrooster";"Cliënt";"Synthetische cliënt 0369";"SYN-C-00369";"Synthetische hoofdlocatie 020";"23-05-2026, 11:12:44";"Niet geactiveerd";"NIET_GEACTIVEERD";"";""
"1920";"Basis";"Synthetische medewerker 097";"SYN-M-0097";"Synthetisch team Noord";"Begeleiding";"Ondersteuning tijdens avond- of nachtdienst";"Cliënt";"Synthetische cliënt 0544";"SYN-C-00544";"Synthetische hoofdlocatie 020";"23-05-2026, 12:51:04";"23-05-2026, 13:41:04";"LATE_ACTIVATIE";"";"50"
"1655";"Basis";"Synthetische medewerker 148";"SYN-M-0148";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Tijdelijke vervanging binnen het testrooster";"Cliënt";"Synthetische cliënt 0427";"SYN-C-00427";"Synthetische hoofdlocatie 003";"23-05-2026, 13:10:45";"Niet geactiveerd";"NIET_GEACTIVEERD";"";""
"689";"Basis";"Synthetische medewerker 111";"SYN-M-0111";"Synthetisch team West";"Synthetische deskundigheid";"Voorbereiding van een geplande synthetische handeling";"Cliënt";"Synthetische cliënt 0096";"SYN-C-00096";"Synthetische hoofdlocatie 022";"23-05-2026, 13:31:02";"23-05-2026, 14:53:02";"LATE_ACTIVATIE";"";"82"
"1626";"Basis";"Synthetische medewerker 073";"SYN-M-0073";"Synthetisch team Noord";"Begeleiding";"Synthetische reden voor geautomatiseerde layoutcontrole";"Cliënt";"Synthetische cliënt 0115";"SYN-C-00115";"Synthetische hoofdlocatie 016";"23-05-2026, 14:24:40";"23-05-2026, 15:45:40";"LATE_ACTIVATIE";"";"81"
"1636";"Basis";"Synthetische medewerker 216";"SYN-M-0216";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Tijdelijke vervanging binnen het testrooster";"Cliënt";"Synthetische cliënt 0296";"SYN-C-00296";"Synthetische hoofdlocatie 022";"23-05-2026, 15:16:18";"23-05-2026, 15:24:18";"LATE_ACTIVATIE";"";"8"
"410";"Basis";"Synthetische medewerker 242";"SYN-M-0242";"Synthetisch team Oost";"Nachtdienst";"Acute ondersteuning buiten het vaste team";"Locatie";"Synthetische locatie 020";"SYN-L-0020";"Synthetische hoofdlocatie 020";"23-05-2026, 15:19:58";"23-05-2026, 17:08:58";"LATE_ACTIVATIE";"";"109"
"839";"Basis";"Synthetische medewerker 061";"SYN-M-0061";"Synthetisch team Noord";"Begeleiding";"Controle na overdracht van zorg";"Locatie";"Synthetische locatie 037";"SYN-L-0037";"Synthetische hoofdlocatie 012";"23-05-2026, 15:50:39";"23-05-2026, 16:00:39";"LATE_ACTIVATIE";"";"10"
"497";"Basis";"Synthetische medewerker 045";"SYN-M-0045";"Synthetisch team Noord";"Begeleiding";"Acute ondersteuning buiten het vaste team";"Cliënt";"Synthetische cliënt 0005";"SYN-C-00005";"Synthetische hoofdlocatie 006";"23-05-2026, 21:14:42";"23-05-2026, 23:06:42";"LATE_ACTIVATIE";"";"112"
"1012";"Basis";"Synthetische medewerker 160";"SYN-M-0160";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Acute ondersteuning buiten het vaste team";"Cliënt";"Synthetische cliënt 0330";"SYN-C-00330";"Synthetische hoofdlocatie 006";"23-05-2026, 21:36:59";"23-05-2026, 22:54:59";"LATE_ACTIVATIE";"";"78"
"1463";"Basis";"Synthetische medewerker 086";"SYN-M-0086";"Synthetisch team Oost";"Nachtdienst";"Ondersteuning tijdens avond- of nachtdienst";"Cliënt";"Synthetische cliënt 0338";"SYN-C-00338";"Synthetische hoofdlocatie 014";"23-05-2026, 21:47:27";"23-05-2026, 23:25:27";"LATE_ACTIVATIE";"";"98"
"567";"Basis";"Synthetische medewerker 039";"SYN-M-0039";"Synthetisch team West";"Synthetische deskundigheid";"Voorbereiding van een geplande synthetische handeling";"Locatie";"Synthetische locatie 022";"SYN-L-0022";"Synthetische hoofdlocatie 017";"23-05-2026, 22:55:12";"23-05-2026, 23:35:12";"LATE_ACTIVATIE";"";"40"
"837";"Basis";"Synthetische medewerker 207";"SYN-M-0207";"Synthetisch team West";"Synthetische deskundigheid";"Acute ondersteuning buiten het vaste team";"Cliënt";"Synthetische cliënt 0164";"SYN-C-00164";"Synthetische hoofdlocatie 015";"24-05-2026, 06:24:57";"24-05-2026, 07:15:57";"LATE_ACTIVATIE";"";"51"
"505";"Basis";"Synthetische medewerker 228";"SYN-M-0228";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Controle na overdracht van zorg";"Cliënt";"Synthetische cliënt 0548";"SYN-C-00548";"Synthetische hoofdlocatie 024";"24-05-2026, 06:53:10";"24-05-2026, 07:18:10";"LATE_ACTIVATIE";"";"25"
"1599";"Basis";"Synthetische medewerker 098";"SYN-M-0098";"Synthetisch team Oost";"Nachtdienst";"Tijdelijke vervanging binnen het testrooster";"Locatie";"Synthetische locatie 037";"SYN-L-0037";"Synthetische hoofdlocatie 007";"24-05-2026, 06:56:56";"24-05-2026, 08:20:56";"LATE_ACTIVATIE";"";"84"
"1796";"Basis";"Synthetische medewerker 013";"SYN-M-0013";"Synthetisch team Noord";"Begeleiding";"Voorbereiding van een geplande synthetische handeling";"Cliënt";"Synthetische cliënt 0541";"SYN-C-00541";"Synthetische hoofdlocatie 017";"24-05-2026, 07:15:27";"24-05-2026, 08:04:27";"LATE_ACTIVATIE";"";"49"
"476";"Basis";"Synthetische medewerker 158";"SYN-M-0158";"Synthetisch team Oost";"Nachtdienst";"Synthetische reden voor geautomatiseerde layoutcontrole";"Cliënt";"Synthetische cliënt 0519";"SYN-C-00519";"Synthetische hoofdlocatie 020";"24-05-2026, 08:02:41";"24-05-2026, 09:03:41";"LATE_ACTIVATIE";"";"61"
"1092";"Basis";"Synthetische medewerker 049";"SYN-M-0049";"Synthetisch team Noord";"Begeleiding";"Tijdelijke vervanging binnen het testrooster";"Locatie";"Synthetische locatie 034";"SYN-L-0034";"Synthetische hoofdlocatie 019";"24-05-2026, 10:10:36";"24-05-2026, 11:48:36";"LATE_ACTIVATIE";"";"98"
"601";"Basis";"Synthetische medewerker 007";"SYN-M-0007";"Synthetisch team West";"Synthetische deskundigheid";"Synthetische reden voor geautomatiseerde layoutcontrole";"Cliënt";"Synthetische cliënt 0364";"SYN-C-00364";"Synthetische hoofdlocatie 015";"24-05-2026, 10:21:25";"24-05-2026, 11:00:25";"LATE_ACTIVATIE";"";"39"
"663";"Basis";"Synthetische medewerker 230";"SYN-M-0230";"Synthetisch team Oost";"Nachtdienst";"Controle na overdracht van zorg";"Cliënt";"Synthetische cliënt 0600";"SYN-C-00600";"Synthetische hoofdlocatie 001";"24-05-2026, 12:14:35";"24-05-2026, 13:30:35";"LATE_ACTIVATIE";"";"76"
"1523";"Basis";"Synthetische medewerker 064";"SYN-M-0064";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Ondersteuning tijdens avond- of nachtdienst";"Cliënt";"Synthetische cliënt 0465";"SYN-C-00465";"Synthetische hoofdlocatie 016";"24-05-2026, 12:36:55";"Niet geactiveerd";"NIET_GEACTIVEERD";"";""
"896";"Basis";"Synthetische medewerker 138";"SYN-M-0138";"Synthetisch team Oost";"Nachtdienst";"Tijdelijke vervanging binnen het testrooster";"Locatie";"Synthetische locatie 020";"SYN-L-0020";"Synthetische hoofdlocatie 005";"24-05-2026, 14:31:12";"24-05-2026, 15:03:12";"LATE_ACTIVATIE";"";"32"
"535";"Basis";"Synthetische medewerker 212";"SYN-M-0212";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Controle na overdracht van zorg";"Locatie";"Synthetische locatie 026";"SYN-L-0026";"Synthetische hoofdlocatie 006";"24-05-2026, 14:36:58";"24-05-2026, 15:54:58";"LATE_ACTIVATIE";"";"78"
"1316";"Basis";"Synthetische medewerker 108";"SYN-M-0108";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Ondersteuning tijdens avond- of nachtdienst";"Cliënt";"Synthetische cliënt 0306";"SYN-C-00306";"Synthetische hoofdlocatie 007";"24-05-2026, 14:53:56";"24-05-2026, 14:48:56";"ONGELDIGE_ACTIVATIE";"";"-5"
"1341";"Basis";"Synthetische medewerker 051";"SYN-M-0051";"Synthetisch team West";"Synthetische deskundigheid";"Tijdelijke vervanging binnen het testrooster";"Cliënt";"Synthetische cliënt 0216";"SYN-C-00216";"Synthetische hoofdlocatie 017";"24-05-2026, 15:20:03";"24-05-2026, 15:49:03";"LATE_ACTIVATIE";"";"29"
"44";"Basis";"Synthetische medewerker 190";"SYN-M-0190";"Synthetisch team Oost";"Nachtdienst";"Acute ondersteuning buiten het vaste team";"Cliënt";"Synthetische cliënt 0178";"SYN-C-00178";"Synthetische hoofdlocatie 004";"24-05-2026, 16:44:14";"Niet geactiveerd";"NIET_GEACTIVEERD";"";""
"1707";"Basis";"Synthetische medewerker 203";"SYN-M-0203";"Synthetisch team West";"Synthetische deskundigheid";"Tijdelijke vervanging binnen het testrooster";"Cliënt";"Synthetische cliënt 0025";"SYN-C-00025";"Synthetische hoofdlocatie 001";"24-05-2026, 17:08:21";"24-05-2026, 17:06:21";"ONGELDIGE_ACTIVATIE";"";"-2"
"1781";"Basis";"Synthetische medewerker 236";"SYN-M-0236";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Tijdelijke vervanging binnen het testrooster";"Cliënt";"Synthetische cliënt 0594";"SYN-C-00594";"Synthetische hoofdlocatie 020";"24-05-2026, 17:49:32";"24-05-2026, 19:44:32";"LATE_ACTIVATIE";"";"115"
"1117";"Basis";"Synthetische medewerker 126";"SYN-M-0126";"Synthetisch team Oost";"Nachtdienst";"Tijdelijke vervanging binnen het testrooster";"Locatie";"Synthetische locatie 032";"SYN-L-0032";"Synthetische hoofdlocatie 007";"24-05-2026, 18:20:37";"24-05-2026, 18:43:37";"LATE_ACTIVATIE";"";"23"
"302";"Basis";"Synthetische medewerker 043";"SYN-M-0043";"Synthetisch team West";"Synthetische deskundigheid";"Controle na overdracht van zorg";"Cliënt";"Synthetische cliënt 0289";"SYN-C-00289";"Synthetische hoofdlocatie 015";"24-05-2026, 19:03:31";"24-05-2026, 19:26:31";"LATE_ACTIVATIE";"";"23"
"114";"Basis";"Synthetische medewerker 014";"SYN-M-0014";"Synthetisch team Oost";"Nachtdienst";"Controle na overdracht van zorg";"Locatie";"Synthetische locatie 030";"SYN-L-0030";"Synthetische hoofdlocatie 010";"24-05-2026, 19:53:48";"24-05-2026, 19:59:48";"LATE_ACTIVATIE";"";"6"
"462";"Basis";"Synthetische medewerker 186";"SYN-M-0186";"Synthetisch team Oost";"Nachtdienst";"Tijdelijke vervanging binnen het testrooster";"Cliënt";"Synthetische cliënt 0212";"SYN-C-00212";"Synthetische hoofdlocatie 013";"24-05-2026, 20:51:27";"24-05-2026, 21:13:27";"LATE_ACTIVATIE";"";"22"
